DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed, missing and filled teeth)	109 African American adults	NA				NR							chr4:158617368-?	chr4:158617368	0			1		3E-6	5.522878745280337		7.46	[4.77-10.16] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009267	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed and filled deciduous teeth)	96 African American children	NA	4q25	4	112605916	LARP7, MIR302A	ZGRF1			ENSG00000138658			rs62316615-?	rs62316615	0	62316615	non_coding_transcript_exon_variant	0		3E-6	5.522878745280337		8.023	[5.55-10.5] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009269	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed and filled deciduous teeth)	96 African American children	NA	4q35.2	4	189482498	NR	HSP90AA4P - LINC01262	ENSG00000281610	ENSG00000250739		7306	177107	rs57805404-?	rs57805404	0	57805404	intergenic_variant	1		2E-6	5.698970004336019		3.667	[2.48-4.86] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009269	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed and filled deciduous teeth)	96 African American children	NA	5q35.3	5	179237462	RUFY1, MAML1, GRM6	ADAMTS2			ENSG00000087116			rs11741099-?	rs11741099	0	11741099	intron_variant	0		3E-6	5.522878745280337		1.96	[1.18-2.74] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009269	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed and filled deciduous teeth)	96 African American children	NA	7p22.1	7	5803211	MIR6874	RNF216 - ZNF815P	ENSG00000011275	ENSG00000235944		21472	19949	rs61497549-?	rs61497549	0	61497549	intergenic_variant	1		3E-6	5.522878745280337		2.343	[1.46-3.22] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009269	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed and filled deciduous teeth)	96 African American children	NA	7p11.2	7	54546452	HPVC1, VSTM2A, EGFR	VSTM2A			ENSG00000170419			rs1235058-?	rs1235058	0	1235058	intron_variant	0		3E-6	5.522878745280337		2.256	[1.42-3.09] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009269	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed and filled deciduous teeth)	96 African American children	NA	8p23.1	8	6555104	ANGPT2, DEFB1, DEFA1, DEFA1B, DEFA1P, DEFA3, DEFA4, DEFA6, DEFA8P, DEF9P	ANGPT2, MCPH1			ENSG00000091879, ENSG00000147316			rs2515501-?	rs2515501	0	2515501	intron_variant	0		5E-6	5.301029995663981		6.477	[5.06-7.89] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009269	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed and filled deciduous teeth)	96 African American children	NA	8q13.3	8	71273689	NR	EYA1			ENSG00000104313			rs10504504-?	rs10504504	0	10504504	intron_variant	0		3E-6	5.522878745280337		4.624	[3.11-6.14] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009269	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed, missing and filled teeth)	109 African American adults	NA	9q22.32	9	95707077	PTCH1	AL354861.2			ENSG00000228142			rs817156-?	rs817156	0	817156	intron_variant	0		4E-6	5.3979400086720375		4.865	[2.94-6.79] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009267	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed, missing and filled tooth surfaces)	109 African American adults	NA	1p36.32	1	3852001	ARHGEF16	CEP104			ENSG00000116198			rs1122613-?	rs1122613	0	1122613	intron_variant	0		3E-6	5.522878745280337		12.54	[7.59-17.49] unit decrease	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009268	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed, missing and filled tooth surfaces)	109 African American adults	NA	2p25.1	2	10328170	TAF1B, GRHL1, KLF11, PDIA6	HPCAL1			ENSG00000115756			rs1003652-?	rs1003652	0	1003652	intron_variant	0		5E-6	5.301029995663981		11.67	[6.83-16.51] unit decrease	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009268	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed, missing and filled tooth surfaces)	109 African American adults	NA	3p25.1	3	14684161	NR	C3orf20			ENSG00000131379			rs12488352-?	rs12488352	0	12488352	intron_variant	0		3E-6	5.522878745280337		12.68	[7.63-17.73] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009268	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed, missing and filled teeth)	109 African American adults	NA	11p14.2	11	26944204	SLC5A12, CCDC34, LGR4	SLC5A12 - FIBIN	ENSG00000148942	ENSG00000176971		220777	49908	rs7107282-?	rs7107282	0	7107282	intergenic_variant	1		3E-6	5.522878745280337		3.959	[2.38-5.54] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009267	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed, missing and filled teeth)	109 African American adults	NA	13q34	13	113132633	NR	F10			ENSG00000126218			rs483743-?	rs483743	0	483743	intron_variant	0		1E-6	6.0		3.82	[2.36-5.28] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009267	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed, missing and filled teeth)	109 African American adults	NA	15q23	15	71626012	NR	THSD4			ENSG00000187720			rs4331298-?	rs4331298	0	4331298	intron_variant	0		3E-6	5.522878745280337		4.054	[2.45-5.66] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009267	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed, missing and filled teeth)	109 African American adults	NA	16p12.1	16	26545566	NR	AC130464.1 - AC002331.1	ENSG00000228480	ENSG00000286712		187211	1236	rs72787939-?	rs72787939	0	72787939	intergenic_variant	1		6E-7	6.221848749616356		4.617	[3.01-6.22] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009267	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed, missing and filled tooth surfaces)	109 African American adults	NA	7p14.3	7	30149188	FKBP14, NOD1	MTURN			ENSG00000180354			rs66691214-?	rs66691214	0	66691214	intron_variant	0		7E-7	6.154901959985743		13.79	[8.97-18.61] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009268	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed, missing and filled teeth)	109 African American adults	NA	16q23.3	16	82232986	PLCG2, CDH13	RN7SKP190 - AC009117.1	ENSG00000251888	ENSG00000259873		40196	201842	rs2317828-?	rs2317828	0	2317828	intergenic_variant	1		2E-6	5.698970004336019		3.72	[2.3-5.14] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009267	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed, missing and filled teeth)	109 African American adults	NA	19q13.41	19	52356575	NR	ZNF610			ENSG00000167554			rs321946-?	rs321946	0	321946	intron_variant	0		3E-6	5.522878745280337		3.552	[2.15-4.96] unit decrease	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009267	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed, missing and filled teeth)	109 African American adults	NA	21q22.2	21	40530804	NR	DSCAM			ENSG00000171587			rs62225548-?	rs62225548	0	62225548	intron_variant	0		6E-7	6.221848749616356		3.693	[2.32-5.07] unit decrease	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009267	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed, missing and filled teeth)	109 African American adults	NA	21q22.3	21	44267388	CTSB, AIRE, TRPM2, TSPEAR	DNMT3L - AIRE	ENSG00000142182	ENSG00000160224		5172	18450	rs2838538-?	rs2838538	0	2838538	intergenic_variant	1		4E-6	5.3979400086720375		4.606	[2.81-6.4] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009267	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed and filled deciduous teeth)	96 African American children	NA				CD1D, CD1A, CD1C, PYHIN1							chr1:158438592-?	chr1:158438592	0			1		3E-6	5.522878745280337		2.263	[1.42-3.1] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009269	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed, missing and filled teeth)	109 African American adults	NA	2q33.1	2	196640102	PGAP1	CCDC150			ENSG00000144395			rs6434873-?	rs6434873	0	6434873	intron_variant	0		4E-6	5.3979400086720375		3.955	[2.35-5.56] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009267	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed and filled deciduous teeth)	96 African American children	NA	3p24.2	3	24779564	RARB	AC092422.1			ENSG00000237838			rs78777602-?	rs78777602	0	78777602	intron_variant	0		1E-6	6.0		9.482	[6.66-12.3] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009269	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed, missing and filled teeth)	109 African American adults	NA	3q25.31	3	156592987	NR	SSR3 - TIPARP-AS1	ENSG00000114850	ENSG00000243926		37803	78875	rs6441084-?	rs6441084	0	6441084	intergenic_variant	1		3E-6	5.522878745280337		4.57	[2.8-6.34] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009267	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed and filled deciduous teeth)	96 African American children	NA	3q22.1	3	132182548	NR	CPNE4			ENSG00000196353			rs1505809-?	rs1505809	0	1505809	intron_variant	0		5E-6	5.301029995663981		1.867	[0.71-3.02] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009269	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed, missing and filled teeth)	109 African American adults	NA	4p15.33	4	11843235	NR	AC005699.1 - AC108037.1	ENSG00000249631	ENSG00000248262		19329	71432	rs62295581-?	rs62295581	0	62295581	regulatory_region_variant	1		2E-6	5.698970004336019		6.403	[4.1-8.7] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009267	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed and filled deciduous teeth)	96 African American children	NA	4q25	4	111359586	NR	RNU6-289P - AC083795.1	ENSG00000200963	ENSG00000241722		28068	192268	rs1352733-?	rs1352733	0	1352733	intergenic_variant	1		3E-6	5.522878745280337		2.372	[1.5-3.24] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009269	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed, missing and filled teeth)	109 African American adults	NA	4q34.3	4	181759556	MIR1305	AC084741.1 - TEMN3-AS1	ENSG00000287948	ENSG00000251336		59414	60463	rs28503910-?	rs28503910	0	28503910	intergenic_variant	1		5E-6	5.301029995663981		4.983	[3.08-6.89] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009267	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed, missing and filled teeth)	109 African American adults	NA	5q13.3	5	77164309	IQGAP2, S100Z	AC022414.1, ZBED3-AS1			ENSG00000284762, ENSG00000250802			rs12171500-?	rs12171500	0	12171500	intron_variant	0		1E-6	6.0		15.92	[11.01-20.83] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009267	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed, missing and filled teeth)	109 African American adults	NA	7p21.3	7	11171304	NDUFA4, THSD7A	PHF14 - AC004160.1	ENSG00000106443	ENSG00000230333		1674	9598	rs12154393-?	rs12154393	0	12154393	TF_binding_site_variant	1		3E-6	5.522878745280337		3.828	[2.33-5.32] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009267	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed, missing and filled teeth)	109 African American adults	NA	7p15.2	7	26344128	MIR148, SNX10	SNX10			ENSG00000086300			rs6947348-?	rs6947348	0	6947348	intron_variant	0		2E-7	6.698970004336019		4.615	[3.05-6.18] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009267	Genome-wide genotyping array
2019-12-13	31533690	Orlova E	2019-09-18	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/31533690	Pilot GWAS of caries in African-Americans shows genetic heterogeneity.	Dental caries (decayed, missing and filled teeth)	109 African American adults	NA	7q31.1	7	112313387	IFRD1	ZNF277			ENSG00000198839			rs10224789-?	rs10224789	0	10224789	intron_variant	0		8E-7	6.096910013008056		5.797	[3.76-7.84] unit increase	Illumina [~ 4900000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST009267	Genome-wide genotyping array
2013-02-26	23259602	Wang X	2012-12-21	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/23259602	Genome-wide association scan of dental caries in the permanent dentition.	Dental caries	1,483 European ancestry comparatively younger individuals, 5,960 European ancestry comparatively older individuals	NA	3p24.1	3	30330561	RBMS3	AC025614.3 - LINC01985	ENSG00000287774	ENSG00000227260		25524	188272	rs7634533-?	rs7634533	0	7634533	intergenic_variant	1	NR	5E-6	5.301029995663981				Affymetrix, Illumina [~ 1400000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST001786	Genome-wide genotyping array
2013-02-26	23259602	Wang X	2012-12-21	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/23259602	Genome-wide association scan of dental caries in the permanent dentition.	Dental caries	1,483 European ancestry comparatively younger individuals, 5,960 European ancestry comparatively older individuals	NA	4q13.3	4	72551807	ADAMTS3	ADAMTS3			ENSG00000156140			rs1383934-?	rs1383934	0	1383934	intron_variant	0	NR	3E-7	6.522878745280337				Affymetrix, Illumina [~ 1400000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST001786	Genome-wide genotyping array
2013-02-26	23259602	Wang X	2012-12-21	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/23259602	Genome-wide association scan of dental caries in the permanent dentition.	Dental caries	1,483 European ancestry comparatively younger individuals, 5,960 European ancestry comparatively older individuals	NA	1q42.13	1	229150111	LOC648390, RHOU	LINC02814			ENSG00000236975			rs9793739-?	rs9793739	0	9793739	intron_variant	0	NR	4E-6	5.3979400086720375				Affymetrix, Illumina [~ 1400000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST001786	Genome-wide genotyping array
2013-02-26	23259602	Wang X	2012-12-21	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/23259602	Genome-wide association scan of dental caries in the permanent dentition.	Dental caries	1,483 European ancestry comparatively younger individuals, 5,960 European ancestry comparatively older individuals	NA	8q23.1	8	106896781	ABRA	ABRA - AP003789.1	ENSG00000174429	ENSG00000275905		126537	84186	rs4269515-?	rs4269515	0	4269515	intergenic_variant	1	NR	4E-6	5.3979400086720375				Affymetrix, Illumina [~ 1400000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST001786	Genome-wide genotyping array
2011-10-16	21940522	Shaffer JR	2011-09-21	J Dent Res	www.ncbi.nlm.nih.gov/pubmed/21940522	Genome-wide association scan for childhood caries implicates novel genes.	Dental caries	1,305 European ancestry children	1,695 European ancestry children	11p14.1	11	30445953	MPPED2	MPPED2			ENSG00000066382			rs11031093-?	rs11031093	0	11031093	intron_variant	0	NR	8E-6	5.096910013008056		1.36	[-0.73720-3.45720]	Illumina [1450678] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST001244	Genome-wide genotyping array
2011-10-16	21940522	Shaffer JR	2011-09-21	J Dent Res	www.ncbi.nlm.nih.gov/pubmed/21940522	Genome-wide association scan for childhood caries implicates novel genes.	Dental caries	1,305 European ancestry children	1,695 European ancestry children	11p14.1	11	30486561	intergenic	MPPED2			ENSG00000066382			rs545610-?	rs545610	0	545610	intron_variant	0	NR	9E-6	5.045757490560675		1.34	[-0.75720-3.43720]	Illumina [1450678] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST001244	Genome-wide genotyping array
2011-10-16	21940522	Shaffer JR	2011-09-21	J Dent Res	www.ncbi.nlm.nih.gov/pubmed/21940522	Genome-wide association scan for childhood caries implicates novel genes.	Dental caries	1,305 European ancestry children	1,695 European ancestry children	17q22	17	58506844	intergenic	MTMR4			ENSG00000108389			rs2302189-?	rs2302189	0	2302189	missense_variant	0	NR	8E-6	5.096910013008056		1.33	[-0.76720-3.42720]	Illumina [1450678] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST001244	Genome-wide genotyping array
2013-02-26	23259602	Wang X	2012-12-21	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/23259602	Genome-wide association scan of dental caries in the permanent dentition.	Dental caries	1,483 European ancestry comparatively younger individuals, 5,960 European ancestry comparatively older individuals	NA	1p21.3	1	98920737	SNX7, PAP2D	PLPPR5			ENSG00000117598			rs1571500-?	rs1571500	0	1571500	intron_variant	0	NR	2E-6	5.698970004336019	(Comparatively Younger)			Affymetrix, Illumina [~ 1400000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST001786	Genome-wide genotyping array
2013-02-26	23259602	Wang X	2012-12-21	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/23259602	Genome-wide association scan of dental caries in the permanent dentition.	Dental caries	1,483 European ancestry comparatively younger individuals, 5,960 European ancestry comparatively older individuals	NA	2q24.3	2	166320849	SCN9A	SCN9A, SCN1A-AS1			ENSG00000169432, ENSG00000236107			rs4438497-?	rs4438497	0	4438497	intron_variant	0	NR	7E-6	5.154901959985743	(Comparatively Younger)			Affymetrix, Illumina [~ 1400000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST001786	Genome-wide genotyping array
2013-02-26	23259602	Wang X	2012-12-21	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/23259602	Genome-wide association scan of dental caries in the permanent dentition.	Dental caries	1,483 European ancestry comparatively younger individuals, 5,960 European ancestry comparatively older individuals	NA	3q13.2	3	113276227	BOC	BOC			ENSG00000144857			rs775227-?	rs775227	0	775227	intron_variant	0	NR	2E-6	5.698970004336019	(Comparatively Younger)			Affymetrix, Illumina [~ 1400000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST001786	Genome-wide genotyping array
2013-02-26	23259602	Wang X	2012-12-21	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/23259602	Genome-wide association scan of dental caries in the permanent dentition.	Dental caries	1,483 European ancestry comparatively younger individuals, 5,960 European ancestry comparatively older individuals	NA	3q13.2	3	113571621	SIDT1	SIDT1			ENSG00000072858			rs13092825-?	rs13092825	0	13092825	intron_variant	0	NR	2E-6	5.698970004336019	(Comparatively Younger)			Affymetrix, Illumina [~ 1400000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST001786	Genome-wide genotyping array
2013-02-26	23259602	Wang X	2012-12-21	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/23259602	Genome-wide association scan of dental caries in the permanent dentition.	Dental caries	1,483 European ancestry comparatively younger individuals, 5,960 European ancestry comparatively older individuals	NA	4p14	4	40971510	APBB2	APBB2			ENSG00000163697			rs4466078-?	rs4466078	0	4466078	intron_variant	0	NR	8E-6	5.096910013008056	(Comparatively Younger)			Affymetrix, Illumina [~ 1400000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST001786	Genome-wide genotyping array
2013-02-26	23259602	Wang X	2012-12-21	BMC Oral Health	www.ncbi.nlm.nih.gov/pubmed/23259602	Genome-wide association scan of dental caries in the permanent dentition.	Dental caries	1,483 European ancestry comparatively younger individuals, 5,960 European ancestry comparatively older individuals	NA	5q11.2	5	51632976	ISL1	AC022433.1			ENSG00000288035			rs4865673-?	rs4865673	0	4865673	intron_variant	0	NR	9E-6	5.045757490560675	(Comparatively Younger)			Affymetrix, Illumina [~ 1400000] (imputed)	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST001786	Genome-wide genotyping array
